[14:10:51.090995598] (+?.?????????) lib.eal.thread.lcore.ready: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, cpuset = "12" }
[14:10:51.091044990] (+0.000049392) lib.eal.thread.lcore.ready: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, cpuset = "13" }
[14:10:51.091059249] (+0.000014259) lib.eal.thread.lcore.running: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, f = 0x5651F811F980 }
[14:10:51.091059294] (+0.000000045) lib.eal.thread.lcore.stopped: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC }
[14:10:51.091061089] (+0.000001795) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xC, rc = 0 }
[14:10:51.091064543] (+0.000003454) lib.eal.thread.lcore.running: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, f = 0x5651F811F980 }
[14:10:51.091064590] (+0.000000047) lib.eal.thread.lcore.stopped: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD }
[14:10:51.091064739] (+0.000000149) lib.eal.thread.lcore.ready: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, cpuset = "14" }
[14:10:51.091065672] (+0.000000933) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xD, rc = 0 }
[14:10:51.091069426] (+0.000003754) lib.eal.thread.lcore.running: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, f = 0x5651F811F980 }
[14:10:51.091069442] (+0.000000016) lib.eal.thread.lcore.stopped: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE }
[14:10:51.091070679] (+0.000001237) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xE, rc = 0 }
[14:10:51.091090089] (+0.000019410) lib.eal.thread.lcore.ready: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, cpuset = "15" }
[14:10:51.091091630] (+0.000001541) lib.eal.thread.lcore.running: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, f = 0x5651F811F980 }
[14:10:51.091091645] (+0.000000015) lib.eal.thread.lcore.stopped: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF }
[14:10:51.091092966] (+0.000001321) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xF, rc = 0 }
[14:10:51.637987594] (+0.000000073) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:51.637987601] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:51.637987608] (+0.000000007) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.637987623] (+0.000000015) lib.ethdev.rx_queue_info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, queue_id = 0x0, qinfo_mp = 0x17EF67CC0, qinfo_conf_rx_drop_en = 0x0, qinfo_conf_offloads = 0x0, qinfo_scattered_rx = 0x0, qinfo_queue_state = 0x0, qinfo_nb_desc = 0x200, qinfo_rx_buf_size = 0x0 }
[14:10:51.637987631] (+0.000000008) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.637987639] (+0.000000008) lib.ethdev.tx_queue_info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, queue_id = 0x0, qinfo_nb_desc = 0x200, qinfo_queue_state = 0x0 }
[14:10:51.637987711] (+0.000000072) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:51.637987715] (+0.000000004) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:51.637987722] (+0.000000007) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.637987738] (+0.000000016) lib.ethdev.rx_queue_info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, queue_id = 0x0, qinfo_mp = 0x17EF67CC0, qinfo_conf_rx_drop_en = 0x0, qinfo_conf_offloads = 0x0, qinfo_scattered_rx = 0x0, qinfo_queue_state = 0x0, qinfo_nb_desc = 0x200, qinfo_rx_buf_size = 0x0 }
[14:10:51.637987747] (+0.000000009) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.637987758] (+0.000000011) lib.ethdev.tx_queue_info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, queue_id = 0x0, qinfo_nb_desc = 0x200, qinfo_queue_state = 0x0 }
[14:10:51.637987808] (+0.000000050) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:51.637989716] (+0.000001908) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.637989722] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.637989817] (+0.000000095) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.637992750] (+0.000002933) lib.ethdev.link_get_nowait: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, link_link_speed = 0x2710 }
[14:10:51.637992763] (+0.000000013) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:51.637992770] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:51.637992775] (+0.000000005) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:51.637995828] (+0.000003053) lib.ethdev.link_get_nowait: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, link_link_speed = 0x2710 }
[14:10:51.637995833] (+0.000000005) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:51.637995840] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:51.637995847] (+0.000000007) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.637998905] (+0.000003058) lib.ethdev.link_get_nowait: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, link_link_speed = 0x2710 }
[14:10:51.637998910] (+0.000000005) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:51.637998916] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:51.637998923] (+0.000000007) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.638001979] (+0.000003056) lib.ethdev.link_get_nowait: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, link_link_speed = 0x2710 }
[14:10:51.638002009] (+0.000000030) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:51.638003009] (+0.000001000) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.638003015] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.638003111] (+0.000000096) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.638573599] (+0.000570488) lib.ethdev.promiscuous_enable: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, promiscuous = 1, ret = 0 }
[14:10:51.638573628] (+0.000000029) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:51.638573634] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:51.638573641] (+0.000000007) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:51.639143171] (+0.000569530) lib.ethdev.promiscuous_enable: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, promiscuous = 1, ret = 0 }
[14:10:51.639143180] (+0.000000009) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:51.639143186] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:51.639143192] (+0.000000006) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.639712645] (+0.000569453) lib.ethdev.promiscuous_enable: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, promiscuous = 1, ret = 0 }
[14:10:51.639712653] (+0.000000008) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:51.639712659] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:51.639712664] (+0.000000005) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.640282061] (+0.000569397) lib.ethdev.promiscuous_enable: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, promiscuous = 1, ret = 0 }
[14:10:51.640282102] (+0.000000041) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:51.640282642] (+0.000000540) lib.eal.memzone.lookup: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "RTE_METRICS", memzone = 0x0 }
[14:10:51.640283293] (+0.000000651) lib.eal.memzone.reserve: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "RTE_METRICS", len = 0x15010, socket_id = 0, flags = 0x0, align = 0x40, bound = 0x0, mz = 0x1000073F0 }
[14:10:56.859042085] (+5.218758792) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.859042092] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.859045204] (+0.000003112) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.859045212] (+0.000000008) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.859046535] (+0.000001323) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.859046543] (+0.000000008) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.859046641] (+0.000000098) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.859046648] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.859046682] (+0.000000034) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:56.859046743] (+0.000000061) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x1, dev_info_nb_tx_queues = 0x1, dev_info_dev_capa = 0x0 }
[14:10:56.859047171] (+0.000000428) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:56.861124199] (+0.002077028) lib.ethdev.stop: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, ret = 0 }
[14:10:56.861124307] (+0.000000108) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.861124313] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.861124327] (+0.000000014) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.861124333] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.861124344] (+0.000000011) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.861124349] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.861124434] (+0.000000085) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:56.861125356] (+0.000000922) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.861125362] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.861127338] (+0.000001976) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.861127344] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.861127366] (+0.000000022) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.861127371] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.861128413] (+0.000001042) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.861128420] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.861128439] (+0.000000019) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.861128444] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.861128458] (+0.000000014) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.861128465] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.861128487] (+0.000000022) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.861128493] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.861128521] (+0.000000028) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:56.861128714] (+0.000000193) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x1, dev_info_nb_tx_queues = 0x1, dev_info_dev_capa = 0x0 }
[14:10:56.861128895] (+0.000000181) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:56.863204160] (+0.002075265) lib.ethdev.stop: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, ret = 0 }
[14:10:56.863204171] (+0.000000011) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.863204177] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.863204184] (+0.000000007) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.863204190] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.863204227] (+0.000000037) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:56.863205144] (+0.000000917) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.863205151] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.863207042] (+0.000001891) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.863207048] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.863207068] (+0.000000020) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.863207073] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.863207097] (+0.000000024) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.863207103] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.863207966] (+0.000000863) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.863207972] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.863207986] (+0.000000014) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.863207991] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.863207998] (+0.000000007) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.863208003] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.863208015] (+0.000000012) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.863208021] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.863208044] (+0.000000023) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.863208051] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.863208063] (+0.000000012) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.863208069] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.863208102] (+0.000000033) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:56.863208327] (+0.000000225) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x1, dev_info_nb_tx_queues = 0x1, dev_info_dev_capa = 0x0 }
[14:10:56.863208344] (+0.000000017) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:56.865282869] (+0.002074525) lib.ethdev.stop: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, ret = 0 }
[14:10:56.865282888] (+0.000000019) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.865282893] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.865282920] (+0.000000027) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:56.865283772] (+0.000000852) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.865283780] (+0.000000008) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.865285316] (+0.000001536) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.865285322] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.865285330] (+0.000000008) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.865285336] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.865285341] (+0.000000005) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.865285348] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.865285360] (+0.000000012) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.865285365] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.865286345] (+0.000000980) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.865286351] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.865286357] (+0.000000006) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.865286363] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.865286376] (+0.000000013) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.865286381] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.865286400] (+0.000000019) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.865286405] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
